[属性描述]
坐标系=2000国家大地坐标系
几度分带=3
投影类型=高斯克吕格
计量单位=米
带号=38
精度=0.001
转换参数=,,,,,,
[地块坐标]
40,10.3262,FID_0,DKMC,面,TFH,DKYT,DLBM,@
J1,1,2586341.141,38378960.206
J2,1,2586123.677,38378924.543
J3,1,2586122.328,38378924.261
J4,1,2586122.785,38378909.423
J5,1,2586123.957,38378894.624
J6,1,2586125.842,38378879.899
J7,1,2586128.434,38378865.283
J8,1,2586131.729,38378850.808
J9,1,2586135.717,38378836.509
J10,1,2586140.391,38378822.419
J11,1,2586145.738,38378808.571
J12,1,2586151.748,38378794.997
J13,1,2586158.404,38378781.728
J14,1,2586165.693,38378768.796
J15,1,2586173.393,38378756.060
J16,1,2586180.465,38378742.965
J17,1,2586186.893,38378729.542
J18,1,2586192.661,38378715.823
J19,1,2586197.757,38378701.840
J20,1,2586202.167,38378687.626
J21,1,2586205.882,38378673.214
J22,1,2586208.893,38378658.639
J23,1,2586211.192,38378643.935
J24,1,2586212.775,38378629.137
J25,1,2586213.637,38378614.280
J26,1,2586213.777,38378599.398
J27,1,2586213.193,38378584.527
J28,1,2586211.889,38378569.702
J29,1,2586209.866,38378554.957
J30,1,2586208.082,38378539.381
J31,1,2586206.689,38378523.766
J32,1,2586205.962,38378513.054
J33,1,2586481.339,38378608.699
J34,1,2586493.327,38378634.075
J35,1,2586432.925,38378798.651
J36,1,2586420.941,38378832.221
J37,1,2586409.551,38378865.998
J38,1,2586398.761,38378899.971
J39,1,2586363.923,38378894.254
J1,1,2586341.141,38378960.206
