[属性描述]
坐标系=2000国家大地坐标系
几度分带=3
投影类型=高斯克吕格
计量单位=米
带号=38
精度=0.001
转换参数=,,,,,,
[地块坐标]
17,6.0254,FID_0,DKMC,面,TFH,DKYT,DLBM,@
J1,1,2578355.709,38378527.027
J2,1,2578321.239,38378735.156
J3,1,2578310.927,38378731.266
J4,1,2578303.092,38378765.919
J5,1,2578270.179,38378894.993
J6,1,2578100.159,38378830.556
J7,1,2578224.598,38378496.836
J8,1,2578225.491,38378494.947
J9,1,2578226.688,38378493.234
J10,1,2578228.155,38378491.747
J11,1,2578229.851,38378490.527
J12,1,2578231.728,38378489.610
J13,1,2578233.733,38378489.020
J14,1,2578235.808,38378488.776
J15,1,2578237.894,38378488.883
J16,1,2578239.933,38378489.340
J1,1,2578355.709,38378527.027
