[属性描述]
坐标系=2000国家大地坐标系
几度分带=3
投影类型=高斯克吕格
计量单位=米
带号=38
精度=0.001
转换参数=,,,,,,
[地块坐标]
18,2.6377,FID_0,DKMC,面,TFH,DKYT,DLBM,@
J1,1,2576476.322,38378991.386
J2,1,2576500.898,38378992.621
J3,1,2576525.443,38378994.366
J4,1,2576549.947,38378996.620
J5,1,2576574.399,38378999.382
J6,1,2576574.396,38379200.005
J7,1,2576445.119,38379198.962
J8,1,2576445.121,38379021.367
J9,1,2576445.510,38379016.555
J10,1,2576446.665,38379011.868
J11,1,2576448.557,38379007.427
J12,1,2576451.136,38379003.346
J13,1,2576454.337,38378999.732
J14,1,2576458.075,38378996.678
J15,1,2576462.255,38378994.263
J16,1,2576466.769,38378992.550
J17,1,2576471.498,38378991.582
J1,1,2576476.322,38378991.386
